trial_number,batch_size,dropout,ensemble_method,heads,hidden_dim,lr,num_layers,pooling,use_self_loops,weight_decay,val_accuracy,test_accuracy,state
332,128,0.6141315579170159,transform,4,256,0.0033476955599861897,2,mean,True,0.00022086060347160778,0.9032258064516129,0.8099547511312217,COMPLETE
333,64,0.5998077876928293,average,4,64,0.005528058571649425,3,mean,True,1.5972641742270837e-05,0.9032258064516129,0.832579185520362,COMPLETE
334,32,0.6227543442525231,transform,4,128,0.0030529869134012255,4,add,True,0.0008026103968785685,0.7419354838709677,0.48868778280542985,COMPLETE
335,128,0.580137456065608,transform,8,256,0.004119352352121446,2,mean,True,4.819831649147381e-05,0.9032258064516129,0.7647058823529411,COMPLETE
336,64,0.632531504732299,voting,4,256,0.0005692856217633524,3,mean,True,1.954554105137942e-05,0.8387096774193549,0.8144796380090498,COMPLETE
337,32,0.5203307419292891,transform,4,64,0.00455901587279311,2,add,True,0.00011227815046119411,0.6129032258064516,0.48868778280542985,COMPLETE
338,128,0.5891472762895331,average,4,128,0.0027257290681502603,3,mean,True,0.0005369965791539997,0.8709677419354839,0.8416289592760181,COMPLETE
339,64,0.6076205021953597,transform,8,256,0.007983200073949242,4,mean,True,1.29901720348971e-05,0.8709677419354839,0.7782805429864253,COMPLETE
340,64,0.6380284828123305,concat,4,64,0.003438398426324875,2,max,True,1.018436763120661e-05,0.8709677419354839,0.8190045248868778,COMPLETE
341,128,0.5528297835034932,transform,4,256,0.0008148517950667791,3,add,True,5.8007932088113387e-05,,,FAIL
342,128,0.6444025915065515,transform,4,256,0.0008224746504744849,3,add,True,2.604361282570371e-05,0.7096774193548387,0.6018099547511312,COMPLETE
343,32,0.5451670484670571,voting,8,128,0.007119364343794735,2,mean,True,5.644592274285334e-05,0.9032258064516129,0.8235294117647058,COMPLETE
344,64,0.6286592070170076,transform,4,256,0.005877201945653696,3,mean,True,0.00026994944224059924,0.8709677419354839,0.7828054298642534,COMPLETE
345,128,0.5940587658689663,average,4,64,0.0011698296185717373,4,add,True,0.00015711636961856279,0.7419354838709677,0.7782805429864253,COMPLETE
346,64,0.5716552802997981,transform,4,128,0.0006468966068547812,3,mean,True,0.0006008962986687998,0.8709677419354839,0.8371040723981901,COMPLETE
347,32,0.5529167649886587,transform,8,256,0.0030764715484928053,2,mean,True,0.0008445238717648727,0.9032258064516129,0.8190045248868778,COMPLETE
348,128,0.6028385780764177,average,4,64,0.0036669143383099264,2,mean,True,3.103885929932665e-05,0.9032258064516129,0.8416289592760181,COMPLETE
349,64,0.5317206673742928,voting,4,256,0.002437878258352485,4,add,True,4.245678412601719e-05,0.8709677419354839,0.8099547511312217,COMPLETE
350,32,0.5858204484529538,transform,4,128,0.00499102885639261,3,mean,True,0.00074715388118231,0.9032258064516129,0.8144796380090498,COMPLETE
351,64,0.5067099481960813,transform,8,256,0.0014678376611102723,2,mean,True,0.00044878110659620076,0.8709677419354839,0.8371040723981901,COMPLETE
352,128,0.5772736410257963,transform,4,64,0.0010424302929495774,3,add,True,6.222362330332373e-05,0.5483870967741935,0.502262443438914,COMPLETE
353,64,0.6262246648180085,average,4,256,0.009290799598002475,2,mean,True,0.00018938870995519725,0.8387096774193549,0.8144796380090498,COMPLETE
354,128,0.619641147919143,concat,4,128,0.0028791135939802413,4,max,True,1.4610076268610026e-05,,,FAIL
355,128,0.6360619872437869,concat,4,128,0.0063919178201280276,4,max,True,0.00031451395193306844,0.8709677419354839,0.8235294117647058,COMPLETE
356,32,0.6160165940575025,voting,8,256,0.002821816316791218,3,mean,True,1.3968270769070196e-05,0.8709677419354839,0.7737556561085973,COMPLETE
357,64,0.5645340116892587,transform,4,64,0.007817739871138056,1,add,True,2.357622747816867e-05,0.5806451612903226,0.497737556561086,COMPLETE
358,128,0.5972730472838967,transform,4,256,0.004294284333883574,2,mean,True,2.048444021963334e-05,0.9032258064516129,0.7918552036199095,COMPLETE
359,64,0.6085968231642287,average,8,128,0.003822411750035689,2,mean,True,0.0001006497515785878,0.8709677419354839,0.8280542986425339,COMPLETE
360,32,0.5418390481741421,transform,4,64,0.0026568210715325604,3,add,True,0.0007166746653354384,0.6451612903225806,0.48868778280542985,COMPLETE
361,128,0.5802782309519017,transform,4,256,0.0031934067332542557,2,mean,True,3.82776323382223e-05,0.8709677419354839,0.8280542986425339,COMPLETE
362,64,0.620859908977397,voting,4,256,0.0011914002766452842,3,mean,True,2.8447165046423747e-05,0.8709677419354839,0.8190045248868778,COMPLETE
363,32,0.6340843152749077,transform,8,128,0.008590267741481812,4,add,True,0.00024461103756187916,0.6451612903225806,0.48868778280542985,COMPLETE
364,64,0.5912011264479718,average,4,64,0.001771258665203226,2,mean,True,6.927649020558167e-05,0.8709677419354839,0.8552036199095022,COMPLETE
365,128,0.640899374782158,transform,4,256,0.005225831407718553,3,mean,True,0.0009287218334962898,0.9032258064516129,0.8235294117647058,COMPLETE
366,64,0.6503339013166846,transform,4,64,0.00228374769572697,4,mean,True,1.5635260032564737e-05,0.41935483870967744,0.48868778280542985,COMPLETE
367,32,0.5181734783558671,voting,8,256,0.007611658527944417,2,add,True,1.1963013359897185e-05,,,FAIL
368,32,0.5369431709529597,voting,8,256,0.0013018347361371484,2,add,True,0.000652759147732267,0.8387096774193549,0.7692307692307693,COMPLETE
369,128,0.5573487939936914,transform,4,128,0.007315408075171032,3,max,True,2.5987374967846314e-05,0.8709677419354839,0.7873303167420814,COMPLETE
370,64,0.5229507703057724,concat,4,256,0.0004069238878237356,2,mean,True,5.611707943832172e-05,0.8709677419354839,0.8235294117647058,COMPLETE
371,128,0.6022811575596064,average,4,64,0.000512627710896641,3,mean,True,0.0003851558299563571,0.8387096774193549,0.8235294117647058,COMPLETE
372,64,0.5161435909991974,transform,8,128,0.0029015293985884217,4,add,True,4.905659458900443e-05,0.6129032258064516,0.5113122171945701,COMPLETE
373,32,0.5817962369025013,transform,4,256,0.0035398204437732984,2,mean,True,0.0007955189564266765,0.9032258064516129,0.7737556561085973,COMPLETE
374,64,0.5962416339163243,voting,4,256,0.004744543996827175,3,mean,True,1.117233545604248e-05,0.8709677419354839,0.8190045248868778,COMPLETE
375,128,0.6471586222158744,average,8,64,0.005919324976958178,4,add,True,1.8420840341333367e-05,0.9032258064516129,0.8190045248868778,COMPLETE
376,32,0.6289686403448492,transform,4,128,0.004067728733983134,2,mean,True,0.0008982992776135634,0.9032258064516129,0.8371040723981901,COMPLETE
377,64,0.5868086304495457,transform,4,256,0.002568098119756944,3,mean,True,1.4436577651470914e-05,0.9032258064516129,0.7737556561085973,COMPLETE
378,128,0.5273006379759007,transform,4,64,0.003258872787834805,3,add,True,1.25205812628447e-05,0.6774193548387096,0.48868778280542985,COMPLETE
379,64,0.5506331385767244,average,8,256,0.0013844011823811715,2,mean,True,0.0002164939027818873,0.8709677419354839,0.832579185520362,COMPLETE
380,32,0.5755216137718071,voting,4,128,0.002049101944824201,2,mean,True,3.213171071912703e-05,0.8709677419354839,0.7963800904977375,COMPLETE
381,128,0.605561726137607,transform,4,256,0.0016003124114582293,4,max,True,0.0007428602744054086,0.9032258064516129,0.7918552036199095,COMPLETE
382,64,0.610659214317363,concat,4,64,0.006856544940210604,3,add,True,0.0005817552693502883,0.8709677419354839,0.8190045248868778,COMPLETE
383,64,0.6563996811188905,transform,8,256,0.008924884356014899,2,mean,True,2.290388543626358e-05,0.8709677419354839,0.7149321266968326,COMPLETE
384,32,0.6315061874013544,average,4,128,0.004520384172626093,3,mean,True,0.00013771277592312408,0.9032258064516129,0.8416289592760181,COMPLETE
385,128,0.6000024126663955,transform,4,64,0.00774502763084338,2,mean,True,0.00017171481674350806,0.9032258064516129,0.7918552036199095,COMPLETE
386,64,0.5906860701629856,voting,4,256,0.0007499289926844166,3,add,True,7.577094249645275e-05,0.7741935483870968,0.6108597285067874,COMPLETE
387,128,0.5694607951803802,transform,8,256,0.009984699820458699,2,mean,True,0.0002911897218016895,0.9032258064516129,0.8190045248868778,COMPLETE
388,32,0.643867029657877,transform,4,128,0.0029431983181693227,4,mean,True,4.529547338239579e-05,0.8709677419354839,0.8144796380090498,COMPLETE
389,64,0.6615070119712586,average,4,64,0.0035598444357187575,3,add,True,5.3058565867773414e-05,0.7741935483870968,0.832579185520362,COMPLETE
390,128,0.6394126865566985,transform,8,256,0.005481392575745588,2,mean,True,2.9702945486147353e-05,0.8387096774193549,0.8099547511312217,COMPLETE
391,64,0.6228181115322721,voting,4,128,0.0008924647766587971,4,mean,True,1.725725314479306e-05,0.7419354838709677,0.7239819004524887,COMPLETE
392,32,0.5839447259623727,transform,4,256,0.003923464664080727,3,add,True,6.429826921652203e-05,0.8709677419354839,0.7782805429864253,COMPLETE
393,64,0.6143050875570593,transform,4,64,0.0031908489147810227,2,mean,True,0.0007005605834804546,0.8709677419354839,0.8280542986425339,COMPLETE
394,128,0.5337941355831334,average,8,256,0.0023451939074501838,3,max,True,2.5909894622628086e-05,0.9032258064516129,0.8144796380090498,COMPLETE
395,64,0.5626256915650208,transform,4,64,0.00033425363822482386,2,mean,True,3.573180233883966e-05,0.5806451612903226,0.6063348416289592,COMPLETE
396,32,0.6181941282199378,concat,4,128,0.002662663365021314,4,add,True,0.0008432443298418569,0.8709677419354839,0.8280542986425339,COMPLETE
397,128,0.6352580577478069,voting,4,256,0.001135761766701364,3,mean,True,0.0004879134293899026,0.8387096774193549,0.7058823529411765,COMPLETE
398,64,0.6250566248619185,transform,8,256,0.006568353883553967,2,mean,True,2.1081043999515992e-05,0.9032258064516129,0.8235294117647058,COMPLETE
399,128,0.5936568356373838,average,4,64,0.0010319903367954548,3,add,True,0.0002348572598760894,0.8064516129032258,0.8099547511312217,COMPLETE
400,32,0.5776378843729995,transform,4,128,0.00825980539969916,2,mean,True,1.219141209178487e-05,0.9032258064516129,0.8280542986425339,COMPLETE
401,64,0.5988963920846435,transform,8,256,0.004861261371601152,3,mean,True,0.0006275799368920347,0.9354838709677419,0.7601809954751131,COMPLETE
402,64,0.5993576313815854,transform,8,256,0.004602677799873281,4,mean,True,0.0005306064347996129,0.9032258064516129,0.8099547511312217,COMPLETE
403,128,0.6037594540540027,voting,8,256,0.00568349809919234,2,mean,True,0.0006496540224178657,0.9032258064516129,0.8099547511312217,COMPLETE
404,64,0.6674561224671371,transform,8,256,0.0050190310097076515,1,add,True,0.00062013655297819,0.7741935483870968,0.5656108597285068,COMPLETE
405,32,0.5956869130261857,average,8,256,0.004118132254467579,3,mean,True,0.000557875217032018,0.8709677419354839,0.755656108597285,COMPLETE
406,64,0.6078422204526494,transform,8,256,0.004899105412137425,2,mean,True,0.0006904399513658377,0.9032258064516129,0.8144796380090498,COMPLETE
407,128,0.6000915309926925,transform,8,256,0.0044517832769019735,3,max,True,0.000412323508474488,0.8387096774193549,0.8009049773755657,COMPLETE
408,64,0.5004751819697808,voting,8,256,0.006028268150395734,2,add,True,0.0007778542904150073,0.7741935483870968,0.7873303167420814,COMPLETE
409,32,0.5201505562943884,average,8,256,0.0036628915984770363,4,mean,True,0.000957593531430807,0.9032258064516129,0.8099547511312217,COMPLETE
410,128,0.5880170729585195,transform,8,64,0.005420492470362046,3,mean,True,0.0006074886441869745,0.9354838709677419,0.8054298642533937,COMPLETE
411,128,0.5914729047597481,transform,8,64,0.0063513999703357915,3,mean,True,0.0005916341302311317,0.9032258064516129,0.8371040723981901,COMPLETE
412,128,0.5887110997936045,transform,8,64,0.005439388278700695,2,add,True,0.0006296160179584762,0.5806451612903226,0.48868778280542985,COMPLETE
413,128,0.5872198779786217,concat,8,64,0.005308003757550763,4,mean,True,0.0007285749063406098,0.8709677419354839,0.8235294117647058,COMPLETE
414,128,0.5841382185689128,transform,8,64,0.005792335453293079,3,mean,True,0.0005523181580484105,0.8709677419354839,0.8416289592760181,COMPLETE
415,128,0.5955901984571987,average,8,64,0.004767500539159585,2,add,True,0.00034367644770779375,0.8709677419354839,0.8235294117647058,COMPLETE
416,128,0.5908742894150507,voting,8,64,0.005149829870762135,3,mean,True,0.0006559148410731472,0.8709677419354839,0.7194570135746606,COMPLETE
417,128,0.6049586459128813,transform,8,64,0.007089368137552283,2,mean,True,0.0006714611133824691,0.9032258064516129,0.8280542986425339,COMPLETE
418,128,0.5967580337886124,transform,8,256,0.004393259276404509,4,add,True,0.0004934463426905747,0.8064516129032258,0.7963800904977375,COMPLETE
419,32,0.5136064818925938,average,8,64,0.007505278124364156,3,mean,True,0.00020343144215368033,0.8709677419354839,0.832579185520362,COMPLETE
420,128,0.5866496561481033,transform,8,256,0.00398366755062964,2,max,True,5.917505288067292e-05,0.8709677419354839,0.7963800904977375,COMPLETE
421,128,0.630561538422068,voting,8,64,0.00514988204505179,2,mean,True,8.371474317891799e-05,0.8709677419354839,0.8190045248868778,COMPLETE
422,32,0.5823177273976333,transform,8,256,0.006251325469667779,3,add,True,4.119135975464895e-05,0.9032258064516129,0.8371040723981901,COMPLETE
423,128,0.6365235208396283,transform,8,256,0.009042892334809972,3,mean,True,0.0008093475455001332,0.8709677419354839,0.7918552036199095,COMPLETE
424,32,0.5248071375148005,concat,4,64,0.004703929977493248,4,mean,True,5.016737964811239e-05,0.9032258064516129,0.8280542986425339,COMPLETE
425,128,0.6005149445046251,average,8,256,0.00044676925973552575,3,mean,True,0.00073214403316182,0.9032258064516129,0.8416289592760181,COMPLETE
426,128,0.592822145875499,transform,4,64,0.0006109113748475649,2,add,True,0.0005967237007251613,0.5806451612903226,0.4660633484162896,COMPLETE
427,32,0.6415084459208095,voting,4,256,0.0002862729065969459,2,mean,True,0.00012516612130392617,0.9032258064516129,0.8280542986425339,COMPLETE
428,128,0.6263700658488497,transform,8,256,0.003323513863987672,4,mean,True,0.0008387912700459601,0.8709677419354839,0.8235294117647058,COMPLETE
429,64,0.652003813622725,transform,4,64,0.0042546629282286365,3,add,True,7.077889056343814e-05,0.6774193548387096,0.48868778280542985,COMPLETE
430,32,0.5060673798240789,average,4,256,0.008131579516737363,2,mean,True,0.0006812593703500074,0.8709677419354839,0.8461538461538461,COMPLETE
431,128,0.5884313066767687,transform,4,64,0.0007039612921186465,3,mean,True,0.0008852183342830968,0.8387096774193549,0.8009049773755657,COMPLETE
432,64,0.6093700131424851,transform,8,256,0.006801183817800633,2,add,True,0.0004568923315002208,0.9032258064516129,0.7918552036199095,COMPLETE
433,32,0.6330680518680755,voting,4,256,0.003689997031419584,3,max,True,0.0007637716910613907,0.8387096774193549,0.6470588235294118,COMPLETE
434,128,0.6199120022798775,average,4,64,0.00555889534662941,4,mean,True,0.0001833180154321847,0.8709677419354839,0.8099547511312217,COMPLETE
435,64,0.5812511530240136,transform,8,256,0.0030255748200291592,2,mean,True,0.0002603289748162516,0.9354838709677419,0.7873303167420814,COMPLETE
436,64,0.5797829842962858,transform,8,256,0.0029377232871860164,2,mean,True,0.0002630950603017513,0.9354838709677419,0.8190045248868778,COMPLETE
437,64,0.5941882659255839,transform,8,256,0.0030520067558580093,2,mean,True,0.0002658619775757218,0.9354838709677419,0.8099547511312217,COMPLETE
438,64,0.5818753720847076,transform,8,256,0.0028633439582110526,2,mean,True,0.00026920094768678786,0.9032258064516129,0.8144796380090498,COMPLETE
439,64,0.5790197589485927,transform,8,256,0.0028985187335898075,2,mean,True,0.00026899318256817215,0.9032258064516129,0.7692307692307693,COMPLETE
440,64,0.5835097514170151,transform,8,256,0.0031030281652071104,2,mean,True,0.00032107107262627135,0.9032258064516129,0.7330316742081447,COMPLETE
441,64,0.5773451858909845,transform,8,256,0.0026511424777543274,2,mean,True,0.0002840508902515901,0.8709677419354839,0.832579185520362,COMPLETE
442,64,0.5849693975294193,transform,8,256,0.0030921866015954963,2,mean,True,0.00024189358694069784,0.9032258064516129,0.7737556561085973,COMPLETE
443,64,0.674396113071589,transform,8,256,0.002835982258897994,2,mean,True,0.00022378507919842573,0.9032258064516129,0.7692307692307693,COMPLETE
444,64,0.5742144418161769,transform,8,256,0.0033358298227383633,2,mean,True,0.00026055187650971966,0.9032258064516129,0.8280542986425339,COMPLETE
445,64,0.5942137464218843,transform,8,256,0.0029912677017401254,2,mean,True,0.0003429965931901695,0.9032258064516129,0.7737556561085973,COMPLETE
446,64,0.5790143999510335,transform,8,256,0.0025180008200452,2,mean,True,0.0002509300853438807,0.9032258064516129,0.8280542986425339,COMPLETE
447,64,0.5879691882133466,concat,8,64,0.0034130614529082988,2,mean,True,0.0003072360852980955,0.8709677419354839,0.8144796380090498,COMPLETE
448,64,0.6033925270106855,transform,8,256,0.00010061972261737468,2,mean,True,0.0003173369823037609,0.8064516129032258,0.7963800904977375,COMPLETE
449,64,0.5980024732521483,average,8,64,0.002796089384241884,2,mean,True,0.0002796150765419742,0.8709677419354839,0.832579185520362,COMPLETE
450,64,0.5905578504863329,transform,8,256,0.003187351722606717,2,mean,True,0.00029376430831159903,0.9032258064516129,0.8054298642533937,COMPLETE
451,64,0.5183376111943592,transform,8,256,0.0001644914172690921,2,mean,True,0.00021013937109297937,0.8709677419354839,0.8190045248868778,COMPLETE
452,64,0.6128899552405985,average,8,64,0.002522918242625763,2,max,True,0.0003683730892300935,,,FAIL
453,64,0.6116738130240956,average,8,64,0.002515898287654867,2,max,True,0.00036943373952351465,0.8064516129032258,0.8009049773755657,COMPLETE
454,64,0.5853746623072417,transform,8,256,0.003012922098646884,2,mean,True,0.00024092462349016501,0.9354838709677419,0.8099547511312217,COMPLETE
455,64,0.5806368724037554,transform,8,256,0.0030227883344669426,2,mean,True,0.0002377895381573573,0.9032258064516129,0.8416289592760181,COMPLETE
456,64,0.5870772035241881,transform,8,64,0.003433893975189937,2,mean,True,0.0002539215528702048,0.8709677419354839,0.8099547511312217,COMPLETE
457,64,0.5831735040202124,transform,8,256,0.00037389937547371263,2,mean,True,0.00019676877613108794,0.8709677419354839,0.8371040723981901,COMPLETE
458,64,0.5720326528080788,average,8,256,0.002690514595107515,2,mean,True,0.00022874700130955526,0.8709677419354839,0.8190045248868778,COMPLETE
459,64,0.5916201572178347,transform,8,64,0.0007831502289733147,2,mean,True,0.0002637544990541976,0.8387096774193549,0.8235294117647058,COMPLETE
460,64,0.5832945005599889,transform,8,256,0.0022030674235801774,2,mean,True,0.00021790400826281767,0.8709677419354839,0.8054298642533937,COMPLETE
461,64,0.5307938743233273,concat,8,64,0.008764865876149828,2,mean,True,0.0002859808556295977,0.8709677419354839,0.7918552036199095,COMPLETE
462,64,0.577370126976807,transform,8,256,0.0031559176388830227,2,mean,True,0.00024670908039356644,0.9032258064516129,0.755656108597285,COMPLETE
463,32,0.5846159468694572,average,8,256,0.0005449406903943797,2,mean,True,0.00020335773414097648,0.8709677419354839,0.8144796380090498,COMPLETE
464,64,0.6484066244548983,transform,8,64,0.0024018285707926895,2,max,True,0.00023009735615912285,0.5483870967741935,0.48868778280542985,COMPLETE
465,64,0.5904867510893822,transform,8,256,0.007426538207036844,2,mean,True,0.0002650109516187872,0.9032258064516129,0.8054298642533937,COMPLETE
466,32,0.5932788429654378,average,8,256,0.0036599264587829387,2,mean,True,0.00023118932219459452,0.9032258064516129,0.8235294117647058,COMPLETE
467,64,0.5867752135832077,transform,8,64,0.002751758458124608,2,mean,True,0.0003028375222129565,0.9032258064516129,0.7692307692307693,COMPLETE
468,64,0.5798070764499638,transform,8,256,0.008199375038087115,2,mean,True,0.0001801819689313073,0.8709677419354839,0.7873303167420814,COMPLETE
469,32,0.5238159981184103,transform,8,64,0.0030322091408649336,2,add,True,0.00033024029615404566,0.5806451612903226,0.48868778280542985,COMPLETE
470,64,0.5744353981019974,average,8,256,0.009202899464538172,2,mean,True,0.00019861578045481416,0.8709677419354839,0.7782805429864253,COMPLETE
471,64,0.5952727129108023,transform,8,256,0.003377233408833484,2,mean,True,0.0002822679705527826,0.9032258064516129,0.7782805429864253,COMPLETE
472,32,0.582169060451528,concat,8,64,0.006648771394079828,2,add,True,0.0002536471971513802,0.8709677419354839,0.8552036199095022,COMPLETE
473,64,0.5871976182016491,transform,8,256,0.003982256823211865,2,mean,True,0.00022793166574294516,0.9032258064516129,0.8235294117647058,COMPLETE
474,64,0.6457244485743453,transform,8,256,0.007716728506687014,2,mean,True,0.0002961057053573458,0.8709677419354839,0.8054298642533937,COMPLETE
475,32,0.5281486860167838,average,8,64,0.002830893406440736,2,max,True,0.00021413888497448172,0.8064516129032258,0.7692307692307693,COMPLETE
476,64,0.5889852109792055,transform,8,256,0.0009379156550452801,2,mean,True,0.0001519919152279836,0.9032258064516129,0.8371040723981901,COMPLETE
477,64,0.6385194882344676,transform,8,64,0.0006424876746602265,2,add,True,0.0003543050279105441,0.6451612903225806,0.48868778280542985,COMPLETE
478,32,0.5990550365905484,transform,8,256,0.00592183065958605,2,mean,True,0.0005374889345313702,0.8709677419354839,0.8099547511312217,COMPLETE
479,64,0.5799844025416918,average,8,256,0.003703843634114177,2,mean,True,0.00019002420100478284,0.8709677419354839,0.8190045248868778,COMPLETE
480,32,0.5933748595269769,transform,8,64,0.0031451032257723494,2,add,True,0.00024583534988798184,0.4838709677419355,0.48868778280542985,COMPLETE
481,64,0.6168864483620288,transform,8,256,0.0026222380714365293,2,mean,True,0.000605788440761672,0.9032258064516129,0.8099547511312217,COMPLETE
482,64,0.5149771376848047,average,8,64,0.0029153738861818768,2,mean,True,0.0002759795689065823,0.9032258064516129,0.8416289592760181,COMPLETE
483,32,0.6533245223651659,transform,8,256,0.003424790955731953,1,mean,True,6.555871942168372e-05,0.8709677419354839,0.832579185520362,COMPLETE
484,64,0.6277997353227306,concat,8,256,0.004954673076690945,2,add,True,0.00031502421200082836,0.8064516129032258,0.7330316742081447,COMPLETE
485,64,0.5755090885001605,transform,8,64,0.00933550130553491,2,mean,True,0.00016185371489809794,0.9032258064516129,0.832579185520362,COMPLETE
486,32,0.6223111551723097,transform,8,256,0.009972811954097579,2,mean,True,0.00021552906611933248,0.9032258064516129,0.7647058823529411,COMPLETE
487,64,0.5855173500853826,average,8,256,0.007213848465554515,2,max,True,5.8691096328825516e-05,0.9032258064516129,0.8144796380090498,COMPLETE
488,64,0.6414178112132031,transform,8,64,0.00427298696400571,2,mean,True,0.0002634131255379782,0.9032258064516129,0.8461538461538461,COMPLETE
489,32,0.597979066250967,transform,8,256,0.0023567602056598232,2,add,True,0.0006295938115716397,0.8709677419354839,0.8190045248868778,COMPLETE
490,64,0.5918951447563795,transform,8,64,0.0004936273232435509,2,mean,True,0.000695060810285951,0.8064516129032258,0.8190045248868778,COMPLETE
491,64,0.5199407960171596,voting,8,256,0.00021839878446220748,2,mean,True,0.0001772055531984791,0.8387096774193549,0.8099547511312217,COMPLETE
492,32,0.5884827901687202,average,8,256,0.008320577351562435,2,add,True,0.0002380966369299004,0.9032258064516129,0.8461538461538461,COMPLETE
493,64,0.6019826360735214,transform,8,64,0.006207974380270919,2,mean,True,7.487148567218305e-05,0.8709677419354839,0.8054298642533937,COMPLETE
494,64,0.5099549500006028,transform,8,256,0.0008543075620183704,2,mean,True,0.0004037109771343861,0.8709677419354839,0.8235294117647058,COMPLETE
495,32,0.5823838721198249,transform,4,256,0.003214738907798306,2,mean,True,0.0009580142026841236,0.9032258064516129,0.8144796380090498,COMPLETE
496,64,0.6337791608509296,concat,8,64,0.0025076597761930913,2,add,True,0.00029688042193528285,0.8709677419354839,0.8190045248868778,COMPLETE
497,64,0.6938361361875236,average,4,256,0.0002740375281321106,2,mean,True,8.996083640941878e-05,0.8387096774193549,0.832579185520362,COMPLETE
498,32,0.5792627022563824,voting,8,64,0.0037039562423939487,2,mean,True,0.0001977966784551379,0.8709677419354839,0.8280542986425339,COMPLETE
499,64,0.5850459784585701,transform,4,256,0.00032033748092910917,2,add,True,0.0005061399200841115,0.7741935483870968,0.6787330316742082,COMPLETE
500,64,0.5345253251834662,transform,8,256,0.005472652450379779,4,mean,True,0.0005754309815565939,0.8709677419354839,0.8280542986425339,COMPLETE
501,32,0.5713921166246213,transform,4,64,0.0046337691807955056,2,max,True,0.00025352949507748726,0.8709677419354839,0.7873303167420814,COMPLETE
502,64,0.6246694454360622,average,4,256,0.0027632405454212435,2,mean,True,0.0003696688139227413,0.8709677419354839,0.8371040723981901,COMPLETE
503,64,0.6143002616059517,transform,8,256,0.003064084709654861,2,mean,True,0.000636780743061207,0.9354838709677419,0.8144796380090498,COMPLETE
504,64,0.6155971747478866,transform,8,256,0.0033705288545166447,4,mean,True,0.0006531178131433245,0.9032258064516129,0.8235294117647058,COMPLETE
505,64,0.6211255397353969,transform,8,64,0.0027969382788080996,2,add,True,0.0006059486241616209,0.5806451612903226,0.48868778280542985,COMPLETE
506,64,0.6123289967989879,transform,8,256,0.003024315647332418,2,mean,True,0.0007638946172877902,0.9032258064516129,0.8416289592760181,COMPLETE
507,64,0.6178361688920052,transform,8,64,0.003090965610295397,2,mean,True,0.0006675977071200238,0.8709677419354839,0.7285067873303167,COMPLETE
508,64,0.6254587633057055,transform,8,256,0.0034494932063381984,2,mean,True,0.0005620516660252754,0.8709677419354839,0.8280542986425339,COMPLETE
509,64,0.6089123052830899,transform,8,256,0.002698559977751386,4,add,True,0.0006738018217335201,0.8387096774193549,0.751131221719457,COMPLETE
510,64,0.6140054416329531,transform,8,64,0.003982660691382162,2,mean,True,0.0007689912142542066,0.8709677419354839,0.7963800904977375,COMPLETE
511,64,0.6061225490226315,transform,8,256,0.0030682837410799654,2,mean,True,0.0005356356210330965,0.9354838709677419,0.8235294117647058,COMPLETE
512,64,0.6074685388825152,transform,8,256,0.003012819767860702,2,mean,True,0.0005735198221856803,0.9032258064516129,0.8144796380090498,COMPLETE
513,64,0.6111968812559228,transform,8,64,0.0025398311271132915,1,mean,True,0.0005252161842924237,0.8709677419354839,0.8416289592760181,COMPLETE
514,64,0.6066273671560485,transform,8,256,0.0021914388667628555,2,mean,True,0.0006130061508795304,0.9032258064516129,0.832579185520362,COMPLETE
515,64,0.6161582552171326,transform,8,256,0.003324479333003574,4,mean,True,0.0005265809929316907,0.8709677419354839,0.7737556561085973,COMPLETE
516,64,0.6048232910097394,transform,8,64,0.0035952568696857117,2,mean,True,0.000688200983185822,0.9032258064516129,0.8054298642533937,COMPLETE
517,64,0.6191903588144664,transform,8,256,0.0029500622209335907,2,mean,True,0.0007214751552639613,0.9032258064516129,0.8190045248868778,COMPLETE
518,64,0.6142978859530639,transform,8,256,0.0032229366896632545,2,mean,True,0.0004440537675642519,0.9032258064516129,0.7420814479638009,COMPLETE
519,64,0.6050580963159402,transform,8,64,0.0038285602226396376,4,mean,True,0.0006237922558774687,0.8709677419354839,0.8144796380090498,COMPLETE
520,64,0.6110745400748827,transform,8,256,0.0028101827755029627,2,mean,True,0.0004723666250912178,0.9032258064516129,0.7873303167420814,COMPLETE
521,64,0.5970208105221507,transform,8,64,0.002477090406604788,2,mean,True,0.00033048827971739783,0.8387096774193549,0.8009049773755657,COMPLETE
522,64,0.6653339873956609,transform,8,256,0.003144453870298983,2,mean,True,5.422040668165534e-05,0.8709677419354839,0.7194570135746606,COMPLETE
523,64,0.6097373023414144,transform,8,256,0.004348157328939364,2,max,True,0.0005834271610626059,0.8064516129032258,0.7601809954751131,COMPLETE
524,64,0.6006372875263832,transform,4,64,0.007766672501682121,4,mean,True,6.259084901125313e-05,0.5806451612903226,0.48868778280542985,COMPLETE
525,64,0.604908546654267,transform,8,256,0.006788183657051955,2,mean,True,0.0008300940673101368,0.9032258064516129,0.8280542986425339,COMPLETE
526,64,0.618616118479035,concat,4,256,0.0026761341852994005,2,mean,True,0.0006327540372879845,0.9032258064516129,0.832579185520362,COMPLETE
527,64,0.6012480206469962,transform,8,64,0.00497900023281116,3,mean,True,0.00027873593863166773,0.8709677419354839,0.8099547511312217,COMPLETE
