trial_number,batch_size,dropout,ensemble_method,heads,hidden_dim,lr,num_layers,pooling,use_self_loops,weight_decay,val_accuracy,test_accuracy,state
917,64,0.5800512754495403,transform,4,256,0.0041012481092633345,2,mean,True,0.0004609439920934442,0.9032258064516129,0.8235294117647058,COMPLETE
918,32,0.5929157424663332,concat,8,256,0.0024953421154312147,3,mean,True,0.000684296941030498,0.9032258064516129,0.8235294117647058,COMPLETE
919,64,0.5871055745520091,transform,4,64,0.0017720074643687652,2,max,True,0.0005660217674622684,0.7096774193548387,0.7285067873303167,COMPLETE
920,64,0.5728795001459541,transform,4,256,0.0027242917036231626,2,mean,True,0.0008900374246296056,0.9354838709677419,0.8144796380090498,COMPLETE
921,64,0.5821036237284303,transform,8,256,0.0023537380963256135,2,mean,True,0.0005113844791339427,0.9032258064516129,0.7918552036199095,COMPLETE
922,64,0.5952680008247667,transform,4,256,0.0029526920303637296,2,mean,True,0.0006452564733132971,0.9032258064516129,0.8416289592760181,COMPLETE
923,64,0.5906185157855067,transform,4,256,0.005441293918676049,2,mean,True,0.000773080505655685,0.8709677419354839,0.8144796380090498,COMPLETE
924,64,0.6009253667681542,transform,8,128,0.00362811466679718,3,mean,True,0.00023788955894723596,0.9032258064516129,0.8190045248868778,COMPLETE
925,64,0.5856602281059374,transform,4,256,0.0021731423121648234,2,mean,True,0.00021381009018328466,0.9354838709677419,0.8190045248868778,COMPLETE
926,32,0.5791879559471915,transform,4,64,0.003232045505772286,2,mean,True,0.000598907311925253,0.9032258064516129,0.7918552036199095,COMPLETE
927,64,0.5897256400800709,transform,8,256,0.0025684661385888476,2,mean,True,0.0006978950267870859,0.9354838709677419,0.746606334841629,COMPLETE
928,64,0.6063185114856828,transform,4,256,0.0015299999240219072,2,mean,True,0.0008290645397888653,0.9032258064516129,0.8235294117647058,COMPLETE
929,64,0.5677358641202931,transform,4,256,0.0029995344881518803,2,mean,True,0.0003467638032867292,0.9354838709677419,0.7828054298642534,COMPLETE
930,64,0.5959560490261355,transform,8,256,0.007504754305485484,2,mean,True,0.0006398023872250382,0.8387096774193549,0.8009049773755657,COMPLETE
931,64,0.5838143956812669,transform,4,256,0.0027874444289554753,3,mean,True,0.0007299653246662677,0.8709677419354839,0.8190045248868778,COMPLETE
932,64,0.5737174956952343,transform,4,64,0.0022689692175230165,2,mean,True,0.00019045152406545584,0.9032258064516129,0.8416289592760181,COMPLETE
933,64,0.5894336241634615,transform,8,128,0.00023982948912875011,2,mean,True,0.0005357870543710983,0.8064516129032258,0.8099547511312217,COMPLETE
934,32,0.5986829679303822,transform,4,256,0.001995131451838224,2,mean,True,0.0004263122034041891,0.9032258064516129,0.7285067873303167,COMPLETE
935,128,0.5781241035499678,transform,4,256,0.0024916573657234697,2,mean,True,0.00013254489671652442,0.9032258064516129,0.832579185520362,COMPLETE
936,64,0.5936927392853018,transform,8,256,0.0033816091723630312,2,mean,True,0.0005935014679151341,0.9354838709677419,0.8371040723981901,COMPLETE
937,64,0.6135836218985791,transform,4,256,0.0027445532595069115,2,mean,True,0.0007666474588440613,0.8709677419354839,0.8235294117647058,COMPLETE
938,64,0.5833688737432412,transform,4,64,0.0023630436167444576,3,mean,True,0.00015442487728266918,0.9032258064516129,0.8235294117647058,COMPLETE
939,64,0.6037616262320772,concat,8,256,0.0031119349792670457,2,mean,True,0.00027004715211503664,0.8709677419354839,0.8190045248868778,COMPLETE
940,64,0.512293092705241,transform,4,256,0.002571447793834897,2,mean,True,0.000680045670500089,0.9032258064516129,0.8190045248868778,COMPLETE
941,64,0.6993031155615967,transform,4,256,0.0020749515066453648,2,mean,True,0.0008863966516517436,0.8709677419354839,0.8280542986425339,COMPLETE
942,64,0.5862393500607793,transform,8,128,0.00011588386502171688,2,max,True,0.0005004311591886038,0.6774193548387096,0.49321266968325794,COMPLETE
943,32,0.5911475036040043,transform,4,256,0.003974098939192504,2,mean,True,0.0005609540494686448,0.9032258064516129,0.8009049773755657,COMPLETE
944,64,0.6096681937717623,transform,4,256,0.002926052459749732,3,mean,True,0.0006666108774752656,0.9032258064516129,0.8054298642533937,COMPLETE
945,64,0.5957528417286936,transform,8,64,0.00856283535239389,2,mean,True,0.0006088376374873539,0.9032258064516129,0.7873303167420814,COMPLETE
946,64,0.5808846918261311,transform,4,256,0.003534652078230645,2,mean,True,0.000300957029299806,0.9032258064516129,0.8280542986425339,COMPLETE
947,128,0.5874991537161773,transform,4,256,0.0018723747592279342,2,mean,True,0.0007424177009939287,0.9032258064516129,0.8190045248868778,COMPLETE
948,64,0.6000861579667257,transform,8,256,0.002294904251390031,2,mean,True,0.0008147046754680521,0.9032258064516129,0.8054298642533937,COMPLETE
949,64,0.5625120384749198,transform,4,256,0.006086144279793796,2,mean,True,0.0006482471987225312,0.8709677419354839,0.7873303167420814,COMPLETE
950,64,0.5758958960652865,transform,4,128,0.004687259141053554,3,mean,True,0.0007272046091600425,0.9032258064516129,0.8099547511312217,COMPLETE
951,64,0.6193642434825707,transform,8,256,0.0027163225116076575,2,mean,True,0.0009203449942013008,0.9032258064516129,0.832579185520362,COMPLETE
952,32,0.5925955752055929,transform,4,64,0.00322131481183106,2,mean,True,0.000219644228996689,0.9354838709677419,0.8461538461538461,COMPLETE
953,64,0.5836690925123702,transform,4,256,0.0024753083071633944,2,mean,True,0.0005864528492012193,0.9032258064516129,0.8280542986425339,COMPLETE
954,64,0.5890425472446738,voting,8,256,0.0029431805630012018,3,mean,True,0.0002495023847811979,0.8709677419354839,0.755656108597285,COMPLETE
955,64,0.5979743297893597,transform,4,256,0.0021419572265708163,2,mean,True,0.0006906016023508538,0.9032258064516129,0.8144796380090498,COMPLETE
956,64,0.5795603149044806,transform,4,256,0.0026960967393477057,2,mean,True,0.0004751568341141545,0.9032258064516129,0.8371040723981901,COMPLETE
957,64,0.6047325697177092,transform,8,256,0.003339791854033397,2,mean,True,0.0005349250724190214,0.8709677419354839,0.8416289592760181,COMPLETE
958,64,0.58583952799972,transform,4,64,0.006931756596090688,2,mean,True,0.0007985660073119011,0.9032258064516129,0.8144796380090498,COMPLETE
959,64,0.5933540293490794,transform,4,128,0.003710920991124419,2,mean,True,0.00017151217477502143,0.9032258064516129,0.8054298642533937,COMPLETE
960,128,0.5723966983079954,transform,8,256,0.0030573503271867975,2,mean,True,0.0006383988070334772,0.8709677419354839,0.8190045248868778,COMPLETE
961,32,0.5820096795489433,transform,4,256,0.0024761070413841565,3,max,True,0.0007101506913045349,0.8709677419354839,0.8371040723981901,COMPLETE
962,64,0.5895321644781496,transform,4,256,0.002839708518078947,2,mean,True,0.0005561269809029196,0.8709677419354839,0.832579185520362,COMPLETE
963,64,0.6014207433437703,concat,8,256,0.002213385605570499,2,mean,True,0.0003911963286068088,0.8709677419354839,0.8190045248868778,COMPLETE
964,64,0.6164906122081336,transform,4,256,0.0019088065672747086,2,mean,True,0.0006118413248127879,0.9032258064516129,0.8280542986425339,COMPLETE
965,64,0.576223800395225,transform,4,64,0.007959482180098183,2,mean,True,0.0007700248365673126,0.9032258064516129,0.8144796380090498,COMPLETE
966,64,0.5962377550132165,transform,8,256,0.002689508919866452,2,mean,True,0.0002774718353489739,0.9354838709677419,0.8099547511312217,COMPLETE
967,64,0.5578196041112835,transform,4,256,0.002401538254618731,2,mean,True,0.000201142189595211,0.9354838709677419,0.8371040723981901,COMPLETE
968,64,0.5856473577418224,transform,8,128,0.0017440300135477705,3,mean,True,0.0008492623562371443,0.9032258064516129,0.8054298642533937,COMPLETE
969,32,0.5685801385084807,transform,4,256,0.003008711679183658,2,mean,True,0.00022910281590313454,0.9354838709677419,0.7737556561085973,COMPLETE
970,64,0.5441695439193842,transform,4,256,0.0033747267841828577,2,mean,True,0.000657457722151528,0.9032258064516129,0.7963800904977375,COMPLETE
971,64,0.5918961557569433,transform,8,256,0.002031746046162171,2,mean,True,0.0004953780437580631,0.9354838709677419,0.8190045248868778,COMPLETE
972,128,0.5788592560842072,transform,4,64,0.0024857015418548864,2,mean,True,0.0003309706453673356,0.9032258064516129,0.832579185520362,COMPLETE
973,64,0.6070882833366769,transform,4,256,0.002702006215540838,2,mean,True,0.0007052343471062238,0.9354838709677419,0.8190045248868778,COMPLETE
974,64,0.5876546336008395,transform,8,256,0.009992558304360183,2,mean,True,0.0005835846694432067,0.8387096774193549,0.7737556561085973,COMPLETE
975,64,0.5964507440079034,transform,4,256,0.0031168785743724402,3,mean,True,0.0007747483647502489,0.9032258064516129,0.832579185520362,COMPLETE
976,64,0.5839336614594982,transform,4,128,0.004073930983516702,2,mean,True,0.0009181586279672111,0.8709677419354839,0.8416289592760181,COMPLETE
977,64,0.6122875652249664,voting,8,256,0.0022072709337518474,2,mean,True,0.0006274075059620368,0.8709677419354839,0.8144796380090498,COMPLETE
978,64,0.5006585835217634,transform,4,256,0.002958229425265049,2,mean,True,0.0005468384792276697,0.9032258064516129,0.8280542986425339,COMPLETE
979,32,0.5921678326341262,transform,4,64,0.00523340810349059,3,mean,True,0.0006794179664126535,0.8709677419354839,0.8144796380090498,COMPLETE
980,64,0.6008563965923975,transform,8,256,0.0035712014474303462,2,mean,True,0.0008091652160841622,0.9354838709677419,0.7873303167420814,COMPLETE
981,64,0.5820969448270844,transform,4,256,0.0026412669215594266,2,mean,True,0.00043909453992698063,0.8709677419354839,0.8416289592760181,COMPLETE
982,64,0.5748388245051369,transform,4,256,0.0023244415297167145,2,max,True,0.0009806207030207984,0.8064516129032258,0.7647058823529411,COMPLETE
983,64,0.5875399020922766,transform,8,256,0.0032054466892990565,2,mean,True,0.0006224007175963354,0.9354838709677419,0.8190045248868778,COMPLETE
984,128,0.5953488953149378,transform,4,256,0.002853595160755122,2,mean,True,0.0007389739672545019,0.8709677419354839,0.7963800904977375,COMPLETE
985,64,0.6259440887804515,concat,4,128,0.0025184543086180936,3,mean,True,0.00025081765841436884,0.8709677419354839,0.8099547511312217,COMPLETE
986,64,0.5787691265817605,transform,8,64,0.0019818971987508116,2,mean,True,0.0005053787297659178,0.8709677419354839,0.8099547511312217,COMPLETE
987,64,0.5922113063146781,transform,4,256,0.0038604543720577008,2,mean,True,0.0006816035710043812,0.9354838709677419,0.8009049773755657,COMPLETE
988,32,0.599506633615419,transform,4,256,0.009109954355235806,2,mean,True,0.0008525329723465042,0.8709677419354839,0.8280542986425339,COMPLETE
989,64,0.5887694696822197,transform,8,256,0.002754669849805739,2,mean,True,0.0005704068572734085,0.9032258064516129,0.8280542986425339,COMPLETE
990,64,0.5836180163187001,transform,4,256,0.0033062779272249937,2,mean,True,0.00018713275329481613,0.8709677419354839,0.8461538461538461,COMPLETE
991,64,0.6048967974523519,transform,4,256,0.00437648597616047,2,mean,True,0.00028922637347191313,0.9032258064516129,0.8235294117647058,COMPLETE
992,64,0.5950862558556269,transform,8,64,0.0022382158487021402,2,mean,True,0.0006254567791572909,0.8709677419354839,0.8416289592760181,COMPLETE
993,64,0.5710049860128242,transform,4,256,0.001677642418170921,1,mean,True,0.0007322937513867706,0.8709677419354839,0.8371040723981901,COMPLETE
994,64,0.5805830838853545,transform,4,128,0.002518340772252137,2,mean,True,0.000590948231879681,0.9032258064516129,0.8371040723981901,COMPLETE
995,64,0.5866201675263415,transform,8,256,0.0029564912786621956,3,mean,True,0.00022423266603267095,0.9032258064516129,0.8144796380090498,COMPLETE
996,32,0.5898114342988194,transform,4,256,0.0023573185921317444,2,mean,True,0.0005206821927487028,0.9032258064516129,0.8416289592760181,COMPLETE
997,128,0.599448811230483,transform,4,256,0.003606889275600853,3,mean,True,0.0006786764126601372,0.8709677419354839,0.8280542986425339,COMPLETE
998,64,0.5743718565433087,transform,8,256,0.0021023429663340203,2,mean,True,0.0007773216070475152,0.9032258064516129,0.8280542986425339,COMPLETE
999,64,0.6219693354444197,transform,4,64,0.002708808621716127,2,mean,True,0.0008585038354461909,0.8709677419354839,0.8371040723981901,COMPLETE
1000,64,0.59199319873398,voting,4,256,0.0032150828685471944,2,mean,True,0.0006519883234261528,0.8709677419354839,0.8190045248868778,COMPLETE
1001,64,0.6107936866815109,transform,8,256,0.002843932689767214,2,mean,True,0.0001431013504260104,0.9032258064516129,0.8371040723981901,COMPLETE
1002,64,0.5836437973767483,transform,4,128,0.00603096367195114,2,mean,True,0.0005655777778894257,0.9032258064516129,0.8144796380090498,COMPLETE
1003,64,0.5790032270473046,transform,4,256,0.0023859056623896095,2,max,True,0.0007120793870879982,0.9032258064516129,0.751131221719457,COMPLETE
1004,64,0.6030863833863617,transform,8,256,0.0018771270477322662,3,mean,True,0.0004630119070992594,0.8709677419354839,0.8190045248868778,COMPLETE
1005,32,0.5966652603479728,transform,4,256,0.0025642432230243975,2,mean,True,0.00020692505714487038,0.9354838709677419,0.8371040723981901,COMPLETE
1006,64,0.5650215240142002,transform,4,64,0.007372248559856199,2,mean,True,9.78861957538727e-05,0.8709677419354839,0.8190045248868778,COMPLETE
1007,64,0.5878913309496102,transform,8,256,0.008516402785183353,2,mean,True,0.00011685615671909332,0.8709677419354839,0.8054298642533937,COMPLETE
1008,64,0.5834281497259063,concat,4,256,0.003114996441447793,2,mean,True,0.00026071557235619815,0.8709677419354839,0.8235294117647058,COMPLETE
1009,128,0.5925922290951536,transform,4,256,0.002155174724298496,2,mean,True,0.0006410305592963365,0.9354838709677419,0.7104072398190046,COMPLETE
1010,64,0.6175808615609617,transform,8,256,0.0034656486907444018,3,mean,True,0.0007413905348473634,0.9032258064516129,0.832579185520362,COMPLETE
1011,64,0.5764764220664502,transform,4,128,0.0027486291015336247,2,mean,True,0.0003192928605576413,0.8709677419354839,0.8280542986425339,COMPLETE
1012,64,0.5866953755134677,transform,4,256,0.003004484258860079,2,mean,True,0.0009106673530647122,0.9032258064516129,0.8190045248868778,COMPLETE
1013,64,0.5499147020262706,transform,8,64,0.002484736831324656,2,mean,True,0.00023791899205595854,0.8709677419354839,0.8280542986425339,COMPLETE
1014,64,0.5979368271731894,transform,4,256,0.00491744896714405,2,mean,True,0.0005932250668728245,0.8709677419354839,0.7873303167420814,COMPLETE
1015,32,0.608502070525704,transform,4,256,0.002862803261289082,2,mean,True,0.0008274280300416348,0.9032258064516129,0.8190045248868778,COMPLETE
1016,64,0.5902941610876113,transform,8,256,0.002277373652308148,2,mean,True,0.0006818128924430836,0.9032258064516129,0.7828054298642534,COMPLETE
1017,64,0.5814329657815284,transform,4,256,0.0019969141471584584,3,mean,True,0.0005200046086878668,0.8709677419354839,0.751131221719457,COMPLETE
1018,64,0.67254182049205,transform,4,256,0.001511683571946463,2,mean,True,0.0007565403238664861,0.9032258064516129,0.8506787330316742,COMPLETE
1019,64,0.5952228874234163,transform,8,64,0.006576385281711514,2,mean,True,0.0006146808246924514,0.9032258064516129,0.8280542986425339,COMPLETE
1020,64,0.6027796688622087,transform,4,128,0.002603769726133913,2,mean,True,0.000554502170259749,0.9032258064516129,0.8144796380090498,COMPLETE
1021,64,0.5779161732367099,transform,4,256,0.003467848426331427,2,mean,True,0.0006826960070294431,0.9032258064516129,0.8099547511312217,COMPLETE
1022,128,0.5874502289319379,transform,8,256,0.003872480759966194,2,mean,True,0.00037749614505764586,0.9032258064516129,0.8506787330316742,COMPLETE
1023,64,0.5929410253388996,voting,4,256,0.0029651315979346286,2,mean,True,0.0007697299196499411,0.8709677419354839,0.8144796380090498,COMPLETE
1024,32,0.5847235234980969,transform,4,256,0.00321036290623558,2,max,True,0.0006252006072853909,0.7419354838709677,0.6877828054298643,COMPLETE
1025,64,0.5721466485035639,transform,8,256,0.002244102753316345,3,mean,True,0.0002753183243229033,0.9032258064516129,0.8371040723981901,COMPLETE
1026,64,0.5365800291745269,transform,4,64,0.002432317296612881,2,mean,True,0.00099489267883018,0.8387096774193549,0.8235294117647058,COMPLETE
1027,64,0.6844004084167862,transform,8,256,0.002660872462854657,2,mean,True,0.0008696441860547163,0.8709677419354839,0.8371040723981901,COMPLETE
1028,64,0.5998415041254458,transform,4,256,0.0017763024883084837,2,mean,True,0.0005626622403823028,0.8709677419354839,0.8416289592760181,COMPLETE
1029,64,0.5901861286724615,transform,4,128,0.004378894677750615,2,mean,True,0.000701322318891086,0.9032258064516129,0.8416289592760181,COMPLETE
1030,64,0.581239433785367,transform,8,256,0.00300779595754943,2,mean,True,0.0008263813232496337,0.9032258064516129,0.8190045248868778,COMPLETE
1031,32,0.6063099909654404,transform,4,256,0.007907719415511178,1,mean,True,0.0005074396989988457,0.8709677419354839,0.8280542986425339,COMPLETE
1032,64,0.5943438309970848,transform,4,256,0.002700563385830535,2,mean,True,0.00018006762189785207,0.9032258064516129,0.8461538461538461,COMPLETE
1033,64,0.5758563091167961,transform,8,64,0.0020870976520670353,3,mean,True,0.0006446205410137217,0.9032258064516129,0.8099547511312217,COMPLETE
1034,64,0.5838574464116374,concat,4,256,0.003379667981481695,2,mean,True,0.0004520604958568063,0.8709677419354839,0.8099547511312217,COMPLETE
1035,128,0.6138867004753018,transform,4,256,0.005422078189068081,3,mean,True,0.00024023148974586012,0.8387096774193549,0.7737556561085973,COMPLETE
1036,64,0.56833954242043,transform,8,256,0.0023497635251892067,2,mean,True,0.0005918322208925506,0.8709677419354839,0.8190045248868778,COMPLETE
1037,64,0.589427013297557,transform,4,256,0.0028191536988745767,2,mean,True,0.0002986054720128776,0.9032258064516129,0.8597285067873304,COMPLETE
1038,64,0.5981342382847524,transform,4,128,0.0025383697700916024,2,mean,True,0.0007541993494232586,0.9032258064516129,0.8054298642533937,COMPLETE
1039,64,0.5790472219054281,transform,8,64,0.0030948358571478724,2,mean,True,0.0007009499055726381,0.9032258064516129,0.8416289592760181,COMPLETE
1040,32,0.5858376531057334,transform,4,256,0.00373609589365678,2,mean,True,0.0005460356069054997,0.9032258064516129,0.8280542986425339,COMPLETE
1041,64,0.5938750282051611,transform,4,256,0.00934867063129219,2,mean,True,0.000214271291724881,0.9032258064516129,0.8144796380090498,COMPLETE
1042,64,0.6231057995595601,transform,8,256,0.0019572884943921823,2,mean,True,0.0006368920093497782,0.9032258064516129,0.8506787330316742,COMPLETE
1043,64,0.6024104420088373,transform,4,256,0.0022217634885752053,3,mean,True,0.0008274350523561346,0.8709677419354839,0.8099547511312217,COMPLETE
1044,64,0.5895084014424851,transform,4,256,0.003270788119811811,2,mean,True,0.00016428031543561181,0.9354838709677419,0.8280542986425339,COMPLETE
1045,64,0.5813812620364076,transform,8,64,0.002551391777728979,2,mean,True,0.0007389179706863713,0.8709677419354839,0.8235294117647058,COMPLETE
1046,64,0.5970251931873899,voting,4,256,0.0027985302031989664,2,max,True,0.0009134781803656105,0.8709677419354839,0.7873303167420814,COMPLETE
1047,128,0.574440899878356,transform,4,128,0.0023633366746917015,2,mean,True,0.000600009027822534,0.8709677419354839,0.832579185520362,COMPLETE
1048,64,0.5856888846813815,transform,8,256,0.0030237908490088703,2,mean,True,0.0005054872312257841,0.9354838709677419,0.8235294117647058,COMPLETE
1049,32,0.5897375936062509,transform,4,256,0.006999610939887589,2,mean,True,0.0006693867705403134,0.9032258064516129,0.8190045248868778,COMPLETE
1050,64,0.5934919814981912,transform,4,256,0.0020982286267311454,3,mean,True,0.0007721587314066673,0.8709677419354839,0.8416289592760181,COMPLETE
1051,64,0.5812405248322303,transform,8,256,0.0026936741928166733,2,mean,True,0.0005782519037447164,0.9032258064516129,0.8099547511312217,COMPLETE
1052,64,0.6088149961328208,transform,4,64,0.0036306090893429865,2,mean,True,0.00025789330821799164,0.9032258064516129,0.7782805429864253,COMPLETE
1053,64,0.5992596274781632,transform,4,256,0.0032027209052899797,2,mean,True,0.0006556280651995517,0.9032258064516129,0.8461538461538461,COMPLETE
1054,64,0.5777131616942522,transform,8,256,0.002503572144216775,2,mean,True,0.0007078069778928023,0.9032258064516129,0.7420814479638009,COMPLETE
1055,64,0.585628700605611,transform,4,128,0.005826443738103704,3,mean,True,0.0003456463698822681,0.8709677419354839,0.8235294117647058,COMPLETE
1056,64,0.6186335278491617,transform,4,256,0.004105397837155089,2,mean,True,8.691673595739669e-05,0.8709677419354839,0.7918552036199095,COMPLETE
1057,32,0.5920479328418291,concat,8,256,0.002899942663567189,2,mean,True,0.0007916808651286322,0.8709677419354839,0.8280542986425339,COMPLETE
1058,64,0.5694896454951257,transform,4,256,0.0018258521779376056,2,mean,True,0.00047843904926488264,0.8709677419354839,0.8461538461538461,COMPLETE
1059,64,0.6039679811242396,transform,4,64,0.002317473834610626,2,mean,True,0.0005355300085710889,0.9032258064516129,0.8461538461538461,COMPLETE
1060,128,0.583323545525878,transform,8,256,0.008606375309658706,2,mean,True,0.00020574457774836272,0.9032258064516129,0.832579185520362,COMPLETE
1061,64,0.5957101736738544,transform,4,256,0.0026334456509474694,2,mean,True,0.0006576995922916071,0.9032258064516129,0.8009049773755657,COMPLETE
1062,64,0.5877311110143081,transform,4,256,0.0034067424891736178,2,mean,True,0.0005936248645648394,0.9032258064516129,0.8099547511312217,COMPLETE
1063,64,0.6283860197840139,transform,8,128,0.0029080496316503703,3,mean,True,0.0008902151209383703,0.8709677419354839,0.8235294117647058,COMPLETE
1064,64,0.5740277549289403,transform,4,256,0.0016209313907652105,2,mean,True,0.00023307365887399598,0.9032258064516129,0.7828054298642534,COMPLETE
1065,64,0.5909703396099836,transform,4,256,0.0020531831301016253,2,mean,True,0.000713451831452457,0.9354838709677419,0.8416289592760181,COMPLETE
1066,32,0.6018637341321812,transform,8,64,0.0024121668629778787,2,mean,True,0.0009974375375484538,0.9032258064516129,0.8144796380090498,COMPLETE
1067,64,0.579768799747121,transform,4,256,0.004760751248727703,2,max,True,0.0006197205809746731,0.8709677419354839,0.7375565610859729,COMPLETE
1068,64,0.5971044006465119,transform,4,256,0.003137388530960785,3,mean,True,0.0002697189506040054,0.9032258064516129,0.8235294117647058,COMPLETE
1069,64,0.5852023127190864,transform,8,256,0.0027247001114767836,2,mean,True,0.0008165449565058393,0.9032258064516129,0.832579185520362,COMPLETE
1070,64,0.6129859771512601,voting,4,256,0.002214311330447266,2,mean,True,0.00019216241462212066,0.8387096774193549,0.7918552036199095,COMPLETE
1071,64,0.5889421570527056,transform,4,256,0.002512714889436386,2,mean,True,0.00043677157923436324,0.9354838709677419,0.8371040723981901,COMPLETE
1072,128,0.5769153948130137,transform,8,128,0.0028867755886474384,2,mean,True,0.0005608853196222533,0.9032258064516129,0.8144796380090498,COMPLETE
1073,64,0.5939167685998692,transform,4,64,0.00340106503665038,2,mean,True,0.00030324943651438866,0.9032258064516129,0.8416289592760181,COMPLETE
1074,64,0.5827542204699283,transform,4,256,0.0037634437722040854,3,mean,True,0.0006755677806135917,0.8709677419354839,0.751131221719457,COMPLETE
1075,32,0.5999554229312332,transform,8,256,0.0019723451013592265,2,mean,True,0.0007408342342607212,0.8709677419354839,0.8190045248868778,COMPLETE
1076,64,0.5874491463592996,transform,4,256,0.007639061607832457,2,mean,True,0.0006206604218874288,0.8709677419354839,0.8461538461538461,COMPLETE
1077,64,0.5918138296085962,transform,4,256,0.00020103681130978905,2,mean,True,0.0005245672899891084,0.8387096774193549,0.8190045248868778,COMPLETE
1078,64,0.60529967605008,concat,8,256,0.003039666680374262,2,mean,True,0.0007630534882895496,0.8709677419354839,0.8280542986425339,COMPLETE
1079,64,0.5719712555373158,transform,4,64,0.002657048941193077,2,mean,True,0.0006886049379494256,0.8709677419354839,0.8280542986425339,COMPLETE
1080,64,0.5790595175814266,transform,4,256,0.002251177156670804,2,mean,True,0.0008399818596342003,0.9032258064516129,0.8280542986425339,COMPLETE
1081,64,0.5952059432160355,transform,8,128,0.0032705157837847726,3,mean,True,0.0006406443646072371,0.9032258064516129,0.7737556561085973,COMPLETE
1082,64,0.5833916743338327,transform,4,256,0.002440004523573845,2,mean,True,0.000596513258397287,0.9354838709677419,0.8190045248868778,COMPLETE
1083,32,0.5642288505265347,transform,4,256,0.0028559196886232857,3,mean,True,0.0004883840080550324,0.9032258064516129,0.7918552036199095,COMPLETE
1084,64,0.5871242395564,transform,8,256,0.0018139822609633592,2,mean,True,0.0002219198874704048,0.9032258064516129,0.832579185520362,COMPLETE
1085,64,0.5908405943781139,transform,4,256,0.002141773139418564,2,mean,True,0.0007172546822731965,0.9032258064516129,0.8144796380090498,COMPLETE
1086,128,0.6098761452457957,transform,8,64,0.002559850465973112,2,mean,True,0.0005607386429841225,0.9032258064516129,0.8416289592760181,COMPLETE
1087,64,0.5981789419545269,transform,4,256,0.0031001226396536906,2,max,True,0.0009127531758891292,0.8709677419354839,0.6606334841628959,COMPLETE
1088,64,0.576116719893509,transform,4,256,0.001389082574173287,2,mean,True,0.0007916520394042912,0.8709677419354839,0.832579185520362,COMPLETE
1089,64,0.5822102181793652,transform,8,256,0.0027926569071000376,2,mean,True,0.00024642204768103386,0.9032258064516129,0.832579185520362,COMPLETE
1090,64,0.5937601149205275,transform,4,128,0.0036206469873522338,2,mean,True,0.000650133772051321,0.9354838709677419,0.8280542986425339,COMPLETE
1091,64,0.5551917426457286,transform,4,256,0.004237035923393205,2,mean,True,0.000552634138228765,0.9354838709677419,0.8235294117647058,COMPLETE
1092,32,0.5863880773979177,transform,8,256,0.009172265085841319,3,mean,True,0.0007024633322910028,0.8709677419354839,0.755656108597285,COMPLETE
1093,64,0.6176817046159204,transform,4,64,0.0023712238605858556,2,mean,True,0.00028292985037609643,0.8709677419354839,0.8506787330316742,COMPLETE
1094,64,0.6010571260505675,transform,4,256,0.0026176405977397827,2,mean,True,0.0006236377889567946,0.9032258064516129,0.832579185520362,COMPLETE
1095,64,0.5898561050214313,voting,8,256,0.003150219273988305,2,mean,True,0.0007849026715653928,0.9032258064516129,0.8144796380090498,COMPLETE
1096,64,0.6255366307138474,transform,4,256,0.0064087387529572935,2,mean,True,0.0003978573266352026,0.9032258064516129,0.8235294117647058,COMPLETE
1097,128,0.5803633116413759,transform,4,256,0.002182814980332126,2,mean,True,0.0008524197809851353,0.9032258064516129,0.8190045248868778,COMPLETE
1098,64,0.6070904319821423,transform,8,128,0.002874475262433252,3,mean,True,0.0005943526497331987,0.8709677419354839,0.8099547511312217,COMPLETE
1099,64,0.5949323653168321,transform,4,256,0.008116442704332089,2,mean,True,0.0007378714983317811,0.8709677419354839,0.7873303167420814,COMPLETE
1100,64,0.5844051957450452,transform,4,64,0.009951880866400564,2,mean,True,0.0006636788480332768,0.8709677419354839,0.8280542986425339,COMPLETE
1101,32,0.573423075692743,concat,8,256,0.0020102520682062338,2,mean,True,0.00047711449377133377,0.9032258064516129,0.8235294117647058,COMPLETE
1102,64,0.5913088102696804,transform,4,256,0.0034098719669549272,3,mean,True,0.0005412382561963724,0.8709677419354839,0.8144796380090498,COMPLETE
1103,64,0.5080566041633703,transform,4,256,0.0023815043012385974,2,mean,True,0.000677621330791632,0.8709677419354839,0.8506787330316742,COMPLETE
1104,64,0.5981652911611307,transform,8,256,0.0026230509231887585,2,mean,True,0.0009117108057897247,0.8709677419354839,0.8054298642533937,COMPLETE
1105,64,0.5785142776573341,transform,4,256,0.003038724562748569,2,mean,True,0.00019482341178360713,0.9032258064516129,0.7918552036199095,COMPLETE
1106,64,0.5876716384617774,transform,4,64,0.0027858251190557254,2,mean,True,0.0006037500735227723,0.9032258064516129,0.8190045248868778,COMPLETE
1107,64,0.6021918829161699,transform,8,128,0.005170758399122368,2,max,True,0.00032302615524382834,0.9032258064516129,0.6787330316742082,COMPLETE
1108,64,0.5830509419839885,transform,4,256,0.003884855903918527,2,mean,True,0.0007243982392240943,0.9032258064516129,0.8099547511312217,COMPLETE
1109,128,0.6153464049791012,transform,4,256,0.0023434002861919506,3,mean,True,0.0008051358490663966,0.9032258064516129,0.8144796380090498,COMPLETE
1110,32,0.5697492873316785,transform,8,256,0.0033392854471949594,2,mean,True,0.00025943080270447846,0.9354838709677419,0.8371040723981901,COMPLETE
